,ab,acceptance,id_guest,id_host,id_listing,m_first_message_length,message_length_level,ts_interaction_first,week_of_year,month,day_of_week
3475,1,Treatment 0,8277,3278,928,184.0,220.0,2013-04-05 14:20:00,14,4,4
559,1,Treatment 0,2900,1610,868,294.0,220.0,2013-04-05 14:26:00,14,4,4
9494,0,Control 0,2389,3049,3547,225.0,220.0,2013-04-05 15:08:00,14,4,4
6459,1,Treatment 0,8002,3153,536,551.0,625.0,2013-04-05 15:41:00,14,4,4
560,0,Control 0,8179,404,103,1944.0,1500.0,2013-04-05 16:55:00,14,4,4
9496,0,Control 0,1529,235,65,565.0,625.0,2013-04-05 18:08:00,14,4,4
3476,0,Control 1,2329,2916,406,465.0,400.0,2013-04-05 20:34:00,14,4,4
561,1,Treatment 1,814,929,3699,276.0,220.0,2013-04-05 21:21:00,14,4,4
562,0,Control 0,2899,3288,3117,441.0,400.0,2013-04-05 21:27:00,14,4,4
6460,1,Treatment 1,5319,3520,2943,295.0,220.0,2013-04-05 22:23:00,14,4,4
6461,0,Control 0,8463,390,2017,219.0,220.0,2013-04-05 22:24:00,14,4,4
9497,0,Control 1,2602,2703,3312,45.0,70.0,2013-04-05 22:34:00,14,4,4
6462,1,Treatment 1,8615,855,208,503.0,625.0,2013-04-05 23:02:00,14,4,4
563,0,Control 1,3711,1061,1375,514.0,625.0,2013-04-06 02:57:00,14,4,5
3477,0,Control 0,5965,2272,2198,381.0,400.0,2013-04-06 03:04:00,14,4,5
8763,0,Control 1,3311,556,2593,0.0,0.0,2013-04-06 03:17:00,14,4,5
564,0,Control 0,2530,1884,3241,260.0,220.0,2013-04-06 03:52:00,14,4,5
6463,1,Treatment 0,8339,142,652,245.0,220.0,2013-04-06 05:12:00,14,4,5
565,0,Control 1,4784,3290,3294,249.0,220.0,2013-04-06 05:15:00,14,4,5
566,0,Control 1,7748,3486,2741,136.0,70.0,2013-04-06 05:40:00,14,4,5
6464,1,Treatment 1,84,2674,4019,376.0,400.0,2013-04-06 05:50:00,14,4,5
5691,0,Control 0,5028,3287,606,0.0,0.0,2013-04-06 06:24:00,14,4,5
6465,0,Control 0,7106,1917,3549,247.0,220.0,2013-04-06 06:53:00,14,4,5
3478,1,Treatment 0,1875,897,3678,446.0,400.0,2013-04-06 07:24:00,14,4,5
567,1,Treatment 1,4803,1252,1242,687.0,625.0,2013-04-06 08:12:00,14,4,5
3479,0,Control 0,8377,835,423,164.0,220.0,2013-04-06 08:20:00,14,4,5
9498,1,Treatment 0,3283,469,3373,179.0,220.0,2013-04-06 08:49:00,14,4,5
568,0,Control 1,4678,3586,1742,352.0,400.0,2013-04-06 10:59:00,14,4,5
569,1,Treatment 1,3938,3242,3556,628.0,625.0,2013-04-06 11:41:00,14,4,5
6466,0,Control 0,8679,3023,3884,388.0,400.0,2013-04-06 12:03:00,14,4,5
6467,0,Control 1,8661,72,2962,134.0,70.0,2013-04-06 13:02:00,14,4,5
571,0,Control 0,7816,1870,602,477.0,400.0,2013-04-06 14:21:00,14,4,5
9499,1,Treatment 0,1611,600,1748,178.0,220.0,2013-04-06 16:02:00,14,4,5
3480,1,Treatment 0,3033,2429,3416,1406.0,1500.0,2013-04-06 16:24:00,14,4,5
572,1,Treatment 0,7539,1050,3050,213.0,220.0,2013-04-06 16:59:00,14,4,5
573,0,Control 0,1473,2490,542,1433.0,1500.0,2013-04-06 18:15:00,14,4,5
3481,1,Treatment 1,1776,3041,2786,171.0,220.0,2013-04-06 18:34:00,14,4,5
574,0,Control 1,2542,1493,1696,59.0,70.0,2013-04-06 19:36:00,14,4,5
575,1,Treatment 1,4087,1202,609,465.0,400.0,2013-04-06 20:11:00,14,4,5
576,0,Control 0,530,398,436,190.0,220.0,2013-04-06 21:42:00,14,4,5
6469,1,Treatment 0,1406,132,3536,578.0,625.0,2013-04-06 22:22:00,14,4,5
3482,0,Control 0,8685,2176,14,217.0,220.0,2013-04-06 22:23:00,14,4,5
577,0,Control 0,6445,2786,1183,827.0,875.0,2013-04-06 22:46:00,14,4,5
6470,0,Control 0,5576,1858,4246,100.0,70.0,2013-04-06 23:53:00,14,4,5
578,0,Control 1,6469,566,1050,248.0,220.0,2013-04-07 01:23:00,14,4,6
6471,0,Control 0,4263,579,1565,563.0,625.0,2013-04-07 02:42:00,14,4,6
9500,0,Control 0,8305,622,2507,788.0,875.0,2013-04-07 03:08:00,14,4,6
6472,1,Treatment 0,8384,3163,1786,350.0,400.0,2013-04-07 03:14:00,14,4,6
9501,0,Control 0,6133,3188,674,173.0,220.0,2013-04-07 03:20:00,14,4,6
6473,1,Treatment 0,2286,3247,86,232.0,220.0,2013-04-07 04:57:00,14,4,6
3483,0,Control 1,6194,166,392,125.0,70.0,2013-04-07 06:28:00,14,4,6
2738,0,Control 1,7186,962,438,0.0,0.0,2013-04-07 07:17:00,14,4,6
580,1,Treatment 1,2661,664,3731,558.0,625.0,2013-04-07 12:45:00,14,4,6
5692,0,Control 1,5356,693,2398,0.0,0.0,2013-04-07 14:40:00,14,4,6
3485,0,Control 0,7356,3045,1146,280.0,220.0,2013-04-07 15:41:00,14,4,6
3486,0,Control 0,2727,2603,3003,660.0,625.0,2013-04-07 15:52:00,14,4,6
581,0,Control 0,2004,3090,3773,208.0,220.0,2013-04-07 16:04:00,14,4,6
9502,0,Control 0,7067,781,2446,292.0,220.0,2013-04-07 16:29:00,14,4,6
9503,0,Control 0,7932,2603,3003,340.0,400.0,2013-04-07 17:16:00,14,4,6
582,1,Treatment 0,64,3312,787,208.0,220.0,2013-04-07 18:34:00,14,4,6
583,1,Treatment 0,3585,347,494,163.0,220.0,2013-04-07 18:35:00,14,4,6
6474,1,Treatment 1,6195,2455,2311,514.0,625.0,2013-04-07 20:02:00,14,4,6
6475,0,Control 1,242,1485,3877,387.0,400.0,2013-04-07 20:41:00,14,4,6
9504,0,Control 0,7809,1050,3823,356.0,400.0,2013-04-07 21:22:00,14,4,6
3487,1,Treatment 0,4745,2456,1181,824.0,875.0,2013-04-07 21:38:00,14,4,6
6476,1,Treatment 0,6325,1050,3823,658.0,625.0,2013-04-07 21:45:00,14,4,6
6477,1,Treatment 0,7517,1191,4290,319.0,400.0,2013-04-07 23:00:00,14,4,6
584,0,Control 0,633,113,2693,40.0,70.0,2013-04-07 23:18:00,14,4,6
585,1,Treatment 0,8054,768,584,151.0,220.0,2013-04-07 23:52:00,14,4,6
586,0,Control 1,5608,556,2593,113.0,70.0,2013-04-08 00:14:00,15,4,0
9505,0,Control 0,2202,3490,11,147.0,220.0,2013-04-08 00:20:00,15,4,0
3489,0,Control 1,7883,2841,2502,161.0,220.0,2013-04-08 01:46:00,15,4,0
587,0,Control 0,8015,2552,3399,785.0,875.0,2013-04-08 03:52:00,15,4,0
3490,1,Treatment 0,8667,2133,1084,317.0,400.0,2013-04-08 04:06:00,15,4,0
588,0,Control 1,8833,335,1504,124.0,70.0,2013-04-08 05:36:00,15,4,0
9506,0,Control 1,5686,3179,2969,175.0,220.0,2013-04-08 05:58:00,15,4,0
590,1,Treatment 0,601,2741,1989,194.0,220.0,2013-04-08 10:04:00,15,4,0
9507,1,Treatment 0,7372,3459,1515,270.0,220.0,2013-04-08 11:29:00,15,4,0
3491,1,Treatment 0,8489,3237,1753,524.0,625.0,2013-04-08 12:33:00,15,4,0
6478,1,Treatment 0,697,3372,193,249.0,220.0,2013-04-08 12:57:00,15,4,0
6479,0,Control 0,5827,24,2909,195.0,220.0,2013-04-08 15:42:00,15,4,0
9508,0,Control 0,2018,2659,294,640.0,625.0,2013-04-08 15:47:00,15,4,0
6480,1,Treatment 0,4928,1619,3204,473.0,400.0,2013-04-08 15:51:00,15,4,0
591,1,Treatment 0,7520,2654,1962,186.0,220.0,2013-04-08 16:14:00,15,4,0
6481,0,Control 0,1463,2726,3671,214.0,220.0,2013-04-08 16:28:00,15,4,0
592,0,Control 1,1924,909,4071,255.0,220.0,2013-04-08 16:51:00,15,4,0
3492,1,Treatment 0,2343,19,481,1713.0,1500.0,2013-04-08 17:14:00,15,4,0
593,0,Control 0,3838,2701,3006,313.0,400.0,2013-04-08 17:22:00,15,4,0
9509,0,Control 0,6985,3077,1426,200.0,220.0,2013-04-08 17:24:00,15,4,0
9510,1,Treatment 0,7218,2395,2134,227.0,220.0,2013-04-08 17:53:00,15,4,0
6482,1,Treatment 1,6751,1202,609,692.0,625.0,2013-04-08 20:07:00,15,4,0
3493,1,Treatment 0,2155,3609,108,441.0,400.0,2013-04-08 20:16:00,15,4,0
9511,0,Control 0,8397,2691,1053,303.0,400.0,2013-04-08 21:12:00,15,4,0
6484,0,Control 0,8231,615,4007,132.0,70.0,2013-04-08 21:59:00,15,4,0
6485,1,Treatment 0,2567,1213,148,251.0,220.0,2013-04-08 22:03:00,15,4,0
594,0,Control 0,2872,3360,3505,651.0,625.0,2013-04-08 22:21:00,15,4,0
6486,1,Treatment 0,8431,3409,2995,306.0,400.0,2013-04-08 22:36:00,15,4,0
595,0,Control 1,6655,3501,1389,575.0,625.0,2013-04-08 23:13:00,15,4,0
3494,1,Treatment 0,5111,1242,2475,140.0,140.0,2013-04-09 00:21:00,15,4,1
596,0,Control 0,7080,906,1906,113.0,70.0,2013-04-09 00:28:00,15,4,1
597,0,Control 0,7511,2315,3143,275.0,220.0,2013-04-09 02:14:00,15,4,1
3495,1,Treatment 0,3926,430,3336,249.0,220.0,2013-04-09 03:44:00,15,4,1
3496,0,Control 0,4660,2588,511,392.0,400.0,2013-04-09 03:55:00,15,4,1
598,1,Treatment 0,5870,2745,409,349.0,400.0,2013-04-09 04:18:00,15,4,1
599,1,Treatment 0,109,612,1221,348.0,400.0,2013-04-09 05:48:00,15,4,1
9513,0,Control 1,9076,1716,1405,586.0,625.0,2013-04-09 06:08:00,15,4,1
6487,1,Treatment 0,1680,1677,3287,441.0,400.0,2013-04-09 07:23:00,15,4,1
8766,1,Treatment 1,8581,2377,3235,150.0,220.0,2013-04-09 07:24:00,15,4,1
600,0,Control 1,941,2972,1406,462.0,400.0,2013-04-09 07:27:00,15,4,1
3497,0,Control 0,6218,1912,2667,269.0,220.0,2013-04-09 13:32:00,15,4,1
6488,1,Treatment 0,4483,142,1306,503.0,625.0,2013-04-09 16:28:00,15,4,1
9514,0,Control 0,3958,599,2103,201.0,220.0,2013-04-09 16:30:00,15,4,1
603,1,Treatment 0,7015,1270,431,780.0,875.0,2013-04-09 17:14:00,15,4,1
3498,0,Control 0,2150,962,906,57.0,70.0,2013-04-09 17:16:00,15,4,1
2739,0,Control 1,391,2771,1578,0.0,0.0,2013-04-09 17:28:00,15,4,1
2740,1,Treatment 1,7244,619,2417,150.0,220.0,2013-04-09 17:58:00,15,4,1
9515,1,Treatment 0,5919,2456,253,574.0,625.0,2013-04-09 18:36:00,15,4,1
604,1,Treatment 0,4718,2685,4092,410.0,400.0,2013-04-09 19:55:00,15,4,1
605,1,Treatment 0,9024,2801,3464,258.0,220.0,2013-04-09 20:08:00,15,4,1
606,0,Control 0,7089,1702,2757,174.0,220.0,2013-04-09 20:30:00,15,4,1
2741,0,Control 1,7953,1442,3854,0.0,-50.0,2013-04-09 21:12:00,15,4,1
6489,1,Treatment 0,2348,3503,288,488.0,400.0,2013-04-09 21:29:00,15,4,1
6490,0,Control 0,5874,3409,2995,356.0,400.0,2013-04-09 21:53:00,15,4,1
3499,0,Control 0,7806,2456,2837,663.0,625.0,2013-04-09 23:02:00,15,4,1
9516,1,Treatment 1,868,2921,1731,238.0,220.0,2013-04-09 23:24:00,15,4,1
9517,1,Treatment 0,5585,239,3989,245.0,220.0,2013-04-10 01:09:00,15,4,2
9518,0,Control 0,1018,1525,1624,388.0,400.0,2013-04-10 02:03:00,15,4,2
607,0,Control 0,2777,71,320,341.0,400.0,2013-04-10 02:19:00,15,4,2
9519,1,Treatment 0,3679,10,630,327.0,400.0,2013-04-10 02:28:00,15,4,2
3500,0,Control 1,5015,300,2828,205.0,220.0,2013-04-10 03:28:00,15,4,2
2742,1,Treatment 1,1311,2906,3866,140.0,140.0,2013-04-10 04:19:00,15,4,2
6491,1,Treatment 0,4254,729,2591,605.0,625.0,2013-04-10 04:31:00,15,4,2
9520,0,Control 1,141,937,152,228.0,220.0,2013-04-10 04:59:00,15,4,2
3501,0,Control 0,8932,71,320,236.0,220.0,2013-04-10 05:32:00,15,4,2
9521,1,Treatment 0,2677,1693,3015,378.0,400.0,2013-04-10 05:47:00,15,4,2
608,1,Treatment 0,6749,2429,4306,564.0,625.0,2013-04-10 05:49:00,15,4,2
6492,0,Control 1,2307,805,3125,223.0,220.0,2013-04-10 06:12:00,15,4,2
6494,1,Treatment 1,3275,2059,2616,274.0,220.0,2013-04-10 11:15:00,15,4,2
609,1,Treatment 0,6774,1917,3549,370.0,400.0,2013-04-10 11:27:00,15,4,2
3502,0,Control 0,2103,46,480,207.0,220.0,2013-04-10 14:14:00,15,4,2
3503,1,Treatment 0,9065,2726,3671,392.0,400.0,2013-04-10 17:14:00,15,4,2
6495,0,Control 0,1495,2926,2480,175.0,220.0,2013-04-10 17:35:00,15,4,2
3504,1,Treatment 1,8296,1634,4135,330.0,400.0,2013-04-10 18:13:00,15,4,2
9522,1,Treatment 1,120,10,3526,901.0,875.0,2013-04-10 18:31:00,15,4,2
6496,0,Control 1,990,3197,2590,529.0,625.0,2013-04-10 18:53:00,15,4,2
3505,0,Control 0,417,2884,4254,123.0,70.0,2013-04-10 18:57:00,15,4,2
6497,0,Control 1,5172,2745,1706,354.0,400.0,2013-04-10 18:58:00,15,4,2
6499,1,Treatment 1,308,985,1495,280.0,220.0,2013-04-10 19:33:00,15,4,2
3506,1,Treatment 0,6696,1474,3853,535.0,625.0,2013-04-10 20:18:00,15,4,2
3507,0,Control 0,834,3195,976,229.0,220.0,2013-04-10 20:36:00,15,4,2
6500,0,Control 0,5692,612,1221,353.0,400.0,2013-04-10 21:27:00,15,4,2
612,0,Control 1,7718,2662,105,460.0,400.0,2013-04-10 22:42:00,15,4,2
9523,0,Control 0,1971,3278,928,172.0,220.0,2013-04-10 23:04:00,15,4,2
3508,0,Control 1,9051,1822,1472,151.0,220.0,2013-04-11 00:39:00,15,4,3
614,0,Control 0,7064,1377,2955,353.0,400.0,2013-04-11 00:49:00,15,4,3
615,1,Treatment 0,5248,2894,4422,481.0,400.0,2013-04-11 01:36:00,15,4,3
3509,1,Treatment 0,1660,3124,2598,196.0,220.0,2013-04-11 02:17:00,15,4,3
616,1,Treatment 0,2125,2387,2630,386.0,400.0,2013-04-11 03:02:00,15,4,3
3510,1,Treatment 0,5362,1664,649,353.0,400.0,2013-04-11 03:12:00,15,4,3
3511,0,Control 0,6357,3284,2242,212.0,220.0,2013-04-11 05:30:00,15,4,3
617,1,Treatment 0,8340,1804,1002,162.0,220.0,2013-04-11 06:29:00,15,4,3
3512,0,Control 0,2773,2224,495,141.0,140.0,2013-04-11 06:47:00,15,4,3
8767,1,Treatment 1,8591,3151,3159,140.0,140.0,2013-04-11 07:45:00,15,4,3
6502,1,Treatment 0,3120,3010,1324,606.0,625.0,2013-04-11 08:35:00,15,4,3
8768,1,Treatment 1,1802,3486,2741,140.0,140.0,2013-04-11 09:59:00,15,4,3
9524,1,Treatment 0,645,2603,3003,343.0,400.0,2013-04-11 11:33:00,15,4,3
619,0,Control 0,7362,1645,3566,560.0,625.0,2013-04-11 15:08:00,15,4,3
3514,1,Treatment 0,6339,2552,3399,145.0,140.0,2013-04-11 15:50:00,15,4,3
8769,1,Treatment 1,5454,789,3323,150.0,220.0,2013-04-11 17:19:00,15,4,3
620,0,Control 1,3321,2712,1680,955.0,875.0,2013-04-11 17:51:00,15,4,3
3515,0,Control 0,4124,1515,3914,526.0,625.0,2013-04-11 19:02:00,15,4,3
6504,1,Treatment 0,6351,1512,2425,167.0,220.0,2013-04-11 19:17:00,15,4,3
9526,1,Treatment 1,376,3103,43,691.0,625.0,2013-04-11 19:29:00,15,4,3
6505,0,Control 0,6858,3548,2947,474.0,400.0,2013-04-11 22:59:00,15,4,3
621,0,Control 0,3896,1922,1683,218.0,220.0,2013-04-11 23:59:00,15,4,3
2743,1,Treatment 1,8196,507,2260,150.0,220.0,2013-04-12 00:30:00,15,4,4
622,1,Treatment 0,1815,2894,4422,319.0,400.0,2013-04-12 02:09:00,15,4,4
3516,1,Treatment 0,8870,3329,2840,216.0,220.0,2013-04-12 02:51:00,15,4,4
623,0,Control 1,1407,2556,1719,73.0,70.0,2013-04-12 05:28:00,15,4,4
624,0,Control 0,2771,2553,1232,333.0,400.0,2013-04-12 07:12:00,15,4,4
6507,1,Treatment 0,2358,3539,3350,145.0,140.0,2013-04-12 07:39:00,15,4,4
6508,1,Treatment 0,7711,952,2870,590.0,625.0,2013-04-12 08:55:00,15,4,4
6509,1,Treatment 0,7781,2915,3217,259.0,220.0,2013-04-12 14:42:00,15,4,4
3518,0,Control 0,3408,3001,378,484.0,400.0,2013-04-12 15:42:00,15,4,4
3519,1,Treatment 0,2816,1295,4405,152.0,220.0,2013-04-12 16:48:00,15,4,4
3520,0,Control 1,49,1928,3620,520.0,625.0,2013-04-12 18:04:00,15,4,4
6510,0,Control 0,4201,2571,1710,414.0,400.0,2013-04-12 18:13:00,15,4,4
626,1,Treatment 0,7134,1043,2184,411.0,400.0,2013-04-12 18:26:00,15,4,4
3521,0,Control 0,1207,2369,593,616.0,625.0,2013-04-12 18:44:00,15,4,4
627,0,Control 0,3980,1995,2880,114.0,70.0,2013-04-12 19:12:00,15,4,4
628,0,Control 1,5018,423,3757,74.0,70.0,2013-04-12 19:56:00,15,4,4
3522,1,Treatment 0,3194,3276,2820,452.0,400.0,2013-04-12 20:13:00,15,4,4
6511,1,Treatment 0,3440,869,38,406.0,400.0,2013-04-12 22:09:00,15,4,4
9530,0,Control 0,7485,1607,4309,286.0,220.0,2013-04-12 23:07:00,15,4,4
6512,0,Control 1,2720,1920,3030,282.0,220.0,2013-04-12 23:09:00,15,4,4
629,1,Treatment 0,7336,3245,3198,385.0,400.0,2013-04-13 05:06:00,15,4,5
3524,0,Control 1,7443,3446,1765,215.0,220.0,2013-04-13 05:19:00,15,4,5
3526,0,Control 0,2545,3138,2762,403.0,400.0,2013-04-13 09:48:00,15,4,5
6513,0,Control 0,4511,3486,2741,330.0,400.0,2013-04-13 10:16:00,15,4,5
6514,0,Control 0,3913,1717,1019,563.0,625.0,2013-04-13 12:34:00,15,4,5
3527,1,Treatment 1,139,3373,112,318.0,400.0,2013-04-13 15:51:00,15,4,5
9531,1,Treatment 0,262,2058,2523,151.0,220.0,2013-04-13 17:25:00,15,4,5
630,0,Control 0,8756,1386,1204,388.0,400.0,2013-04-13 18:12:00,15,4,5
631,1,Treatment 0,265,3102,570,432.0,400.0,2013-04-13 18:42:00,15,4,5
3529,1,Treatment 1,6135,3359,1930,424.0,400.0,2013-04-13 19:39:00,15,4,5
9532,1,Treatment 0,4460,2644,1123,217.0,220.0,2013-04-13 21:01:00,15,4,5
634,0,Control 0,1881,2839,3993,199.0,220.0,2013-04-13 21:48:00,15,4,5
3530,0,Control 0,6499,2267,964,12.0,70.0,2013-04-13 22:16:00,15,4,5
9533,1,Treatment 1,89,3345,3935,154.0,220.0,2013-04-13 22:23:00,15,4,5
6515,0,Control 0,6297,2021,548,148.0,220.0,2013-04-13 23:02:00,15,4,5
9534,1,Treatment 0,8974,1938,201,511.0,625.0,2013-04-13 23:14:00,15,4,5
9535,0,Control 0,5109,1968,795,86.0,70.0,2013-04-13 23:29:00,15,4,5
3531,0,Control 0,4583,1245,4089,1657.0,1500.0,2013-04-13 23:55:00,15,4,5
2744,0,Control 1,1168,2603,3003,0.0,0.0,2013-04-14 00:20:00,15,4,6
636,0,Control 0,3823,2721,2815,406.0,400.0,2013-04-14 04:18:00,15,4,6
3532,1,Treatment 0,6644,1519,1606,143.0,140.0,2013-04-14 04:23:00,15,4,6
9536,0,Control 1,8838,979,815,337.0,400.0,2013-04-14 06:20:00,15,4,6
3533,0,Control 1,4486,3613,901,404.0,400.0,2013-04-14 08:17:00,15,4,6
6517,0,Control 0,4248,1585,2212,489.0,400.0,2013-04-14 08:24:00,15,4,6
637,1,Treatment 0,3937,2328,1137,273.0,220.0,2013-04-14 13:18:00,15,4,6
9537,1,Treatment 0,5223,3623,621,182.0,220.0,2013-04-14 13:32:00,15,4,6
3534,1,Treatment 0,3759,276,3741,377.0,400.0,2013-04-14 15:55:00,15,4,6
9539,1,Treatment 1,718,3182,1465,656.0,625.0,2013-04-14 16:15:00,15,4,6
638,0,Control 0,8702,2236,3555,856.0,875.0,2013-04-14 16:16:00,15,4,6
9541,0,Control 1,6635,3371,2062,277.0,220.0,2013-04-14 16:56:00,15,4,6
3535,1,Treatment 0,6807,2553,1232,187.0,220.0,2013-04-14 17:35:00,15,4,6
3536,0,Control 1,858,2645,394,290.0,220.0,2013-04-14 18:41:00,15,4,6
6519,0,Control 1,4969,2203,4172,781.0,875.0,2013-04-14 19:06:00,15,4,6
9542,1,Treatment 1,1923,2368,3039,607.0,625.0,2013-04-14 20:37:00,15,4,6
9543,1,Treatment 0,1842,935,2571,373.0,400.0,2013-04-14 20:40:00,15,4,6
9544,1,Treatment 1,7944,3501,1389,474.0,400.0,2013-04-14 20:40:00,15,4,6
639,1,Treatment 1,8455,2480,1738,154.0,220.0,2013-04-14 20:56:00,15,4,6
9545,1,Treatment 1,7619,516,4293,197.0,220.0,2013-04-14 23:46:00,15,4,6
3537,1,Treatment 0,2235,1038,771,204.0,220.0,2013-04-15 00:29:00,16,4,0
6520,1,Treatment 0,2874,1794,4142,168.0,220.0,2013-04-15 01:13:00,16,4,0
9547,1,Treatment 0,8732,703,1676,280.0,220.0,2013-04-15 02:31:00,16,4,0
9548,1,Treatment 1,736,1738,3516,514.0,625.0,2013-04-15 03:23:00,16,4,0
9549,0,Control 0,1397,1708,2937,1197.0,1500.0,2013-04-15 03:51:00,16,4,0
3538,1,Treatment 0,479,12,1555,291.0,220.0,2013-04-15 04:26:00,16,4,0
6521,1,Treatment 1,5675,2387,2630,362.0,400.0,2013-04-15 04:27:00,16,4,0
3539,0,Control 0,7473,120,2272,381.0,400.0,2013-04-15 04:36:00,16,4,0
640,0,Control 0,4476,3262,1177,272.0,220.0,2013-04-15 04:57:00,16,4,0
6522,0,Control 0,4051,3221,1608,191.0,220.0,2013-04-15 05:02:00,16,4,0
9550,1,Treatment 0,4601,2251,3019,140.0,140.0,2013-04-15 08:40:00,16,4,0
641,0,Control 0,980,3432,2058,146.0,220.0,2013-04-15 11:01:00,16,4,0
6523,0,Control 1,6952,977,22,13.0,70.0,2013-04-15 11:44:00,16,4,0
9551,0,Control 1,6834,3422,3655,493.0,400.0,2013-04-15 12:54:00,16,4,0
3540,0,Control 0,8473,1967,2825,243.0,220.0,2013-04-15 13:29:00,16,4,0
9552,1,Treatment 0,8035,467,239,144.0,140.0,2013-04-15 14:07:00,16,4,0
642,1,Treatment 1,7528,2789,663,424.0,400.0,2013-04-15 14:14:00,16,4,0
9553,0,Control 1,8336,118,2660,316.0,400.0,2013-04-15 15:31:00,16,4,0
9554,1,Treatment 0,8834,2608,3634,388.0,400.0,2013-04-15 16:11:00,16,4,0
3541,0,Control 1,4908,1102,2531,278.0,220.0,2013-04-15 17:21:00,16,4,0
9555,0,Control 0,6785,98,4363,297.0,220.0,2013-04-15 17:48:00,16,4,0
9556,1,Treatment 0,4174,3434,52,240.0,220.0,2013-04-15 20:57:00,16,4,0
9557,0,Control 0,166,584,331,667.0,625.0,2013-04-15 21:30:00,16,4,0
9558,1,Treatment 0,8335,2170,1815,275.0,220.0,2013-04-15 22:55:00,16,4,0
6525,0,Control 0,7547,2487,1054,577.0,625.0,2013-04-15 23:02:00,16,4,0
6526,1,Treatment 0,6474,3083,2891,297.0,220.0,2013-04-15 23:26:00,16,4,0
9559,0,Control 0,2116,3434,52,875.0,875.0,2013-04-15 23:30:00,16,4,0
643,0,Control 0,2553,2320,4079,130.0,70.0,2013-04-16 00:17:00,16,4,1
6527,0,Control 1,7229,3616,3644,329.0,400.0,2013-04-16 02:27:00,16,4,1
6528,1,Treatment 1,7334,2709,3837,208.0,220.0,2013-04-16 02:30:00,16,4,1
9560,0,Control 0,2552,183,1777,470.0,400.0,2013-04-16 03:10:00,16,4,1
9561,1,Treatment 1,8465,90,3579,392.0,400.0,2013-04-16 03:43:00,16,4,1
644,1,Treatment 0,8719,454,2109,209.0,220.0,2013-04-16 04:08:00,16,4,1
645,1,Treatment 1,7829,743,3608,500.0,400.0,2013-04-16 05:03:00,16,4,1
9562,1,Treatment 0,589,3382,816,628.0,625.0,2013-04-16 05:22:00,16,4,1
9563,0,Control 0,260,1624,1362,783.0,875.0,2013-04-16 08:49:00,16,4,1
3542,1,Treatment 1,9025,3580,1744,603.0,625.0,2013-04-16 09:46:00,16,4,1
646,0,Control 0,6533,672,191,111.0,70.0,2013-04-16 13:02:00,16,4,1
9564,0,Control 0,7216,2312,2089,488.0,400.0,2013-04-16 15:24:00,16,4,1
8770,0,Control 1,3708,26,3222,0.0,0.0,2013-04-16 15:30:00,16,4,1
647,0,Control 0,8763,2236,3555,205.0,220.0,2013-04-16 18:21:00,16,4,1
6530,1,Treatment 0,632,466,252,199.0,220.0,2013-04-16 19:19:00,16,4,1
3543,1,Treatment 0,4520,3503,3508,892.0,875.0,2013-04-16 19:44:00,16,4,1
3544,0,Control 0,8058,2328,1695,96.0,70.0,2013-04-16 20:11:00,16,4,1
649,1,Treatment 0,2013,137,413,402.0,400.0,2013-04-16 20:14:00,16,4,1
651,1,Treatment 0,6641,2557,831,204.0,220.0,2013-04-16 20:54:00,16,4,1
652,0,Control 0,5418,3043,4331,541.0,625.0,2013-04-16 21:23:00,16,4,1
3545,0,Control 0,4925,2726,3671,438.0,400.0,2013-04-16 21:55:00,16,4,1
9565,1,Treatment 0,2054,3665,2206,268.0,220.0,2013-04-16 22:09:00,16,4,1
8771,0,Control 0,7211,1966,2330,0.0,0.0,2013-04-16 23:24:00,16,4,1
9567,0,Control 0,4713,1008,2665,242.0,220.0,2013-04-16 23:43:00,16,4,1
3546,1,Treatment 0,9018,2565,3121,3182.0,1500.0,2013-04-16 23:53:00,16,4,1
6532,1,Treatment 0,5742,2408,2890,292.0,220.0,2013-04-17 00:05:00,16,4,2
653,1,Treatment 0,2825,2735,2845,367.0,400.0,2013-04-17 00:10:00,16,4,2
9568,1,Treatment 0,1420,1010,514,334.0,400.0,2013-04-17 00:19:00,16,4,2
3547,0,Control 0,2697,1456,2148,282.0,220.0,2013-04-17 00:23:00,16,4,2
6533,1,Treatment 0,7464,584,3652,332.0,400.0,2013-04-17 01:01:00,16,4,2
6534,0,Control 0,6909,1863,1174,462.0,400.0,2013-04-17 02:43:00,16,4,2
654,1,Treatment 0,585,142,3546,605.0,625.0,2013-04-17 02:43:00,16,4,2
655,0,Control 0,4695,3308,45,120.0,70.0,2013-04-17 02:52:00,16,4,2
6535,0,Control 0,6130,1955,2281,1765.0,1500.0,2013-04-17 03:29:00,16,4,2
6536,0,Control 1,7282,2927,2374,374.0,400.0,2013-04-17 03:36:00,16,4,2
6537,0,Control 0,3462,2408,2890,246.0,220.0,2013-04-17 03:48:00,16,4,2
5694,0,Control 0,6084,2979,1752,0.0,0.0,2013-04-17 03:58:00,16,4,2
6538,0,Control 0,3276,3186,4218,384.0,400.0,2013-04-17 04:51:00,16,4,2
656,0,Control 1,53,684,57,386.0,400.0,2013-04-17 06:29:00,16,4,2
9570,1,Treatment 0,151,3242,3556,398.0,400.0,2013-04-17 12:03:00,16,4,2
9571,1,Treatment 1,8981,1094,1885,444.0,400.0,2013-04-17 12:15:00,16,4,2
6539,0,Control 1,1098,1190,496,199.0,220.0,2013-04-17 14:22:00,16,4,2
